#,Name,Level{Item},Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,StackSize,IsUnique,IsUntradable,Price{Mid},Price{Low},CanBeHq,IsDyeable,ClassJob{Repair},Level{Equip},EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,MaterializeType,MateriaSlotCount,IsPvP,IsGlamourous
5661,Water Materia III,45,1,13,58,57,0,63,999,False,False,4050,270,False,False,0,1,0,0,0,0,0,0,False,False
5662,Water Materia IV,70,1,13,58,57,0,63,999,False,False,5400,360,False,False,0,1,0,0,0,0,0,0,False,False
5663,Water Materia V,160,1,13,58,57,0,63,999,False,False,6750,450,False,False,0,1,0,0,0,0,0,0,False,False
5664,Heavens' Eye Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5665,Heavens' Eye Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5666,Heavens' Eye Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5667,Heavens' Eye Materia IV,70,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5668,Heavens' Eye Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5669,Savage Aim Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5670,Savage Aim Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5671,Savage Aim Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5672,Savage Aim Materia IV,70,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5673,Savage Aim Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5674,Savage Might Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5675,Savage Might Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5676,Savage Might Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5677,Savage Might Materia IV,70,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5678,Savage Might Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5679,Battledance Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5680,Battledance Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5681,Battledance Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5682,Battledance Materia IV,70,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5683,Battledance Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5684,Gatherer's Guerdon Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5685,Gatherer's Guerdon Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5686,Gatherer's Guerdon Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5687,Gatherer's Guerdon Materia IV,55,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5688,Gatherer's Guerdon Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5689,Gatherer's Guile Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5690,Gatherer's Guile Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5691,Gatherer's Guile Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5692,Gatherer's Guile Materia IV,55,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5693,Gatherer's Guile Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5694,Gatherer's Grasp Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5695,Gatherer's Grasp Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5696,Gatherer's Grasp Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5697,Gatherer's Grasp Materia IV,55,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5698,Gatherer's Grasp Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5699,Craftsman's Competence Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5700,Craftsman's Competence Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5701,Craftsman's Competence Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5702,Craftsman's Competence Materia IV,55,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5703,Craftsman's Competence Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5704,Craftsman's Cunning Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5705,Craftsman's Cunning Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5706,Craftsman's Cunning Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5707,Craftsman's Cunning Materia IV,55,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5708,Craftsman's Cunning Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5709,Craftsman's Command Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5710,Craftsman's Command Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5711,Craftsman's Command Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5712,Craftsman's Command Materia IV,55,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5713,Craftsman's Command Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5714,Quickarm Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5715,Quickarm Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5716,Quickarm Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5717,Quickarm Materia IV,70,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5718,Quickarm Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5719,Quicktongue Materia I,15,1,13,58,57,0,9,999,False,False,1500,27,False,False,0,1,0,0,0,0,0,0,False,False
5720,Quicktongue Materia II,30,1,13,58,57,0,9,999,False,False,3000,54,False,False,0,1,0,0,0,0,0,0,False,False
5721,Quicktongue Materia III,45,1,13,58,57,0,9,999,False,False,4500,81,False,False,0,1,0,0,0,0,0,0,False,False
5722,Quicktongue Materia IV,70,1,13,58,57,0,9,999,False,False,5000,90,False,False,0,1,0,0,0,0,0,0,False,False
5723,Quicktongue Materia V,160,1,13,58,57,0,9,999,False,False,6000,108,False,False,0,1,0,0,0,0,0,0,False,False
5728,Terebinth,1,1,15,55,54,0,11,999,False,False,60,1,False,False,0,1,0,0,0,0,0,0,False,False
5729,Snow White Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5730,Ash Grey Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5731,Goobbue Grey Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5732,Slate Grey Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5733,Charcoal Grey Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5734,Soot Black Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5735,Rose Pink Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5736,Lilac Purple Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5737,Rolanberry Red Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5738,Dalamud Red Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5739,Rust Red Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5740,Wine Red Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5741,Coral Pink Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5742,Blood Red Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5743,Salmon Pink Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5744,Sunset Orange Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5745,Mesa Red Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5746,Bark Brown Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5747,Chocolate Brown Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5748,Russet Brown Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5749,Kobold Brown Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5750,Cork Brown Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5751,Qiqirn Brown Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5752,Opo-opo Brown Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5753,Aldgoat Brown Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5754,Pumpkin Orange Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5755,Acorn Brown Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5756,Orchard Brown Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5757,Chestnut Brown Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5758,Gobbiebag Brown Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5759,Shale Brown Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5760,Mole Brown Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5761,Loam Brown Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5762,Bone White Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5763,Ul Brown Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5764,Desert Yellow Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5765,Honey Yellow Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5766,Millioncorn Yellow Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5767,Coeurl Yellow Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5768,Cream Yellow Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5769,Halatali Yellow Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5770,Raisin Brown Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5771,Mud Green Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5772,Sylph Green Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5773,Lime Green Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5774,Moss Green Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5775,Meadow Green Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5776,Olive Green Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5777,Marsh Green Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5778,Apple Green Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5779,Cactuar Green Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5780,Hunter Green Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5781,Ochu Green Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5782,Adamantoise Green Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5783,Nophica Green Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5784,Deepwood Green Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5785,Celeste Green Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5786,Turquoise Green Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5787,Morbol Green Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5788,Ice Blue Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5789,Sky Blue Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5790,Seafog Blue Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5791,Peacock Blue Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5792,Rhotano Blue Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5793,Corpse Blue Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5794,Ceruleum Blue Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5795,Woad Blue Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5796,Ink Blue Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5797,Raptor Blue Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5798,Othard Blue Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5799,Storm Blue Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5800,Void Blue Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5801,Royal Blue Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5802,Midnight Blue Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5803,Shadow Blue Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5804,Abyssal Blue Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5805,Lavender Purple Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5806,Gloom Purple Dye,1,1,15,55,54,0,11,999,False,False,40,1,False,False,0,1,0,0,0,0,0,0,False,False
5807,Currant Purple Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5808,Iris Purple Dye,1,1,15,55,54,0,11,999,False,False,334,1,False,False,0,1,0,0,0,0,0,0,False,False
5809,Grape Purple Dye,1,1,15,55,54,0,11,999,False,False,216,1,False,False,0,1,0,0,0,0,0,0,False,False
5810,Lotus Pink Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5811,Colibri Pink Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5812,Plum Purple Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5813,Regal Purple Dye,30,1,15,55,54,0,11,999,False,False,216,4,False,False,0,1,0,0,0,0,0,0,False,False
5814,Blue Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5815,Red Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5816,Yellow Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5817,Grey Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5818,Brown Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5819,Green Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5820,Purple Pigment,28,1,12,55,54,0,16,999,False,False,97,1,False,False,0,1,0,0,0,0,0,0,False,False
5821,Raw Urushi,1,1,16,55,54,0,63,999,False,False,44,1,False,False,0,1,0,0,0,0,0,0,False,False
5822,Black Urushi,1,1,16,55,54,0,63,999,False,False,139,1,False,False,0,1,0,0,0,0,0,0,False,False
5823,Allagan Tin Piece,5,1,16,61,60,0,54,99,False,False,250,25,False,False,0,1,0,0,0,0,0,0,False,False
5824,Allagan Bronze Piece,15,1,16,61,60,0,54,99,False,False,1000,100,False,False,0,1,0,0,0,0,0,0,False,False
5825,Allagan Silver Piece,25,1,16,61,60,0,54,99,False,False,5000,500,False,False,0,1,0,0,0,0,0,0,False,False
5826,Allagan Gold Piece,35,1,16,61,60,0,54,99,False,False,25000,2500,False,False,0,1,0,0,0,0,0,0,False,False
5827,Allagan Platinum Piece,45,1,16,61,60,0,54,99,False,False,100000,10000,False,False,0,1,0,0,0,0,0,0,False,False
5828,Ixali Willowknot,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5829,Ixali Mapleknot,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5830,Ixali Ebonknot,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5831,Sylphic Brownleaf,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5832,Sylphic Yellowleaf,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5833,Sylphic Redleaf,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5834,Titan Copperpiece,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5835,Titan Mythrilpiece,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5836,Titan Electrumpiece,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5837,Greentide Psashp,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5838,Redtide Psashp,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5839,Goldtide Psashp,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5840,Bronze Amalj'ok,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5841,Iron Amalj'ok,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5842,Darksteel Amalj'ok,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5843,Ququroon Doom-die,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5844,Gagaroon Luck-die,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5845,Peperoon Fate-die,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5846,Brass Gobcog,10,1,16,61,60,0,63,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5847,Silver Gobcog,32,1,16,61,60,0,63,999,False,False,932,1,False,False,0,1,0,0,0,0,0,0,False,False
5848,Gold Gobcog,95,1,16,61,60,0,63,999,False,False,3762,1,False,False,0,1,0,0,0,0,0,0,False,False
5849,Pristine Archon Egg,1,1,16,85,74,0,55,1,True,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5850,Vibrant Archon Egg,1,1,16,85,74,0,55,1,True,False,225,1,False,False,0,1,0,0,0,0,0,0,False,False
5851,Brilliant Archon Egg,1,1,16,85,74,0,55,1,True,False,801,1,False,False,0,1,0,0,0,0,0,0,False,False
5852,Midnight Archon Egg,1,1,16,85,74,0,55,1,True,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5853,Fire Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5854,Ice Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5855,Wind Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5856,Earth Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5857,Lightning Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5858,Water Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5859,Astral Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5860,Umbral Archon Egg,1,1,16,85,74,0,55,999,False,False,1350,1,False,False,0,1,0,0,0,0,0,0,False,False
5861,Red Archon Egg,1,1,16,85,74,0,55,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5862,Green Archon Egg,1,1,16,85,74,0,55,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5863,Yellow Archon Egg,1,1,16,85,74,0,55,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5864,Violet Archon Egg,1,1,16,85,74,0,55,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5865,Blue Archon Egg,1,1,16,85,74,0,55,999,False,False,90,1,False,False,0,1,0,0,0,0,0,0,False,False
5867,Brittle Motley Egg,1,1,16,85,74,0,55,1,True,False,225,1,False,False,0,1,0,0,0,0,0,0,False,False
5868,Deaspected Crystal,1,1,16,61,60,0,63,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5869,Deaspected Cluster,50,1,16,61,60,0,63,999,False,False,1980,1,False,False,0,1,0,0,0,0,0,0,False,False
5870,Bombard Ash,1,1,16,85,74,0,55,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5871,Red Bombard Ash,1,1,16,85,74,0,55,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5872,Green Bombard Ash,1,1,16,85,74,0,55,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5873,Blue Bombard Ash,1,1,16,85,74,0,55,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5874,Black Bombard Ash,1,1,16,85,74,0,55,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5880,Faded Page,1,1,16,61,60,0,63,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
5888,Peach Confetti,1,1,16,85,74,0,61,999,False,False,10,1,False,False,0,1,0,0,0,0,0,0,False,False
5889,Cherry Confetti,1,1,16,85,74,0,61,999,False,False,10,1,False,False,0,1,0,0,0,0,0,0,False,False
5890,Storm Tracer,1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5891,Flame Tracer,1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5892,Serpent Tracer,1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5893,Lominsan Sparkler,1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5894,Gridanian Sparkler,1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5895,Ul'dahn Sparkler,1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5896,Magicked Prism (Harbor Herald),1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5897,Magicked Prism (Mythril Eye),1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
5898,Magicked Prism (The Raven),1,1,16,85,74,0,61,999,False,False,8,1,False,False,0,1,0,0,0,0,0,0,False,False
